"Group.1"	"Sample"	"value"	"SampleID"	"Genotype"	"Microhabitat"	"Description"	"Library"
"42.15"	"Pedosphaerales"	"JH15.79"	0.055660377	"JH15.79"	"Bulk"	" BULK"	"BULK"	"JH15"
"42.16"	"Gemmatimonadales"	"JH15.79"	0.086320755	"JH15.79"	"Bulk"	" BULK"	"BULK"	"JH15"
"42.17"	"Chthoniobacterales"	"JH15.79"	0.031226415	"JH15.79"	"Bulk"	" BULK"	"BULK"	"JH15"
"42.18"	"Vicinamibacterales"	"JH15.79"	0.038679245	"JH15.79"	"Bulk"	" BULK"	"BULK"	"JH15"
"42.19"	"Propionibacteriales"	"JH15.79"	0.009245283	"JH15.79"	"Bulk"	" BULK"	"BULK"	"JH15"
"42.20"	"Micrococcales"	"JH15.79"	0.005377358	"JH15.79"	"Bulk"	" BULK"	"BULK"	"JH15"
"42.21"	"Glycomycetales"	"JH15.79"	0	"JH15.79"	"Bulk"	" BULK"	"BULK"	"JH15"
"42.22"	"Sphingobacteriales"	"JH15.79"	0.036981132	"JH15.79"	"Bulk"	" BULK"	"BULK"	"JH15"
"42.23"	"Sphingomonadales"	"JH15.79"	0.025660377	"JH15.79"	"Bulk"	" BULK"	"BULK"	"JH15"
"42.24"	"Chitinophagales"	"JH15.79"	0.03754717	"JH15.79"	"Bulk"	" BULK"	"BULK"	"JH15"
"42.25"	"Streptomycetales"	"JH15.79"	0.002358491	"JH15.79"	"Bulk"	" BULK"	"BULK"	"JH15"
"42.26"	"Xanthomonadales"	"JH15.79"	0.013773585	"JH15.79"	"Bulk"	" BULK"	"BULK"	"JH15"
"42.27"	"Rhizobiales"	"JH15.79"	0.059150943	"JH15.79"	"Bulk"	" BULK"	"BULK"	"JH15"
"42.28"	"Burkholderiales"	"JH15.79"	0.056698113	"JH15.79"	"Bulk"	" BULK"	"BULK"	"JH15"
"25"	"<0.5%"	"JH15.87"	0.036226415	"JH15.87"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"25.1"	"Frankiales"	"JH15.87"	0.007641509	"JH15.87"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"25.2"	"Rokubacteriales"	"JH15.87"	0.001132075	"JH15.87"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"25.3"	"Pyrinomonadales"	"JH15.87"	0.001226415	"JH15.87"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"25.4"	"Acidobacteriales"	"JH15.87"	0.008113208	"JH15.87"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"25.5"	"Subgroup_7"	"JH15.87"	0.002358491	"JH15.87"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"25.6"	"Pseudomonadales"	"JH15.87"	0.034811321	"JH15.87"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"25.7"	"Solirubrobacterales"	"JH15.87"	0.013773585	"JH15.87"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"25.8"	"Pseudonocardiales"	"JH15.87"	0.027641509	"JH15.87"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"25.9"	"Tepidisphaerales"	"JH15.87"	0.010283019	"JH15.87"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"25.10"	"Caulobacterales"	"JH15.87"	0.006792453	"JH15.87"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"25.11"	"Nitrososphaerales"	"JH15.87"	0.003207547	"JH15.87"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"25.12"	"Micropepsales"	"JH15.87"	0.01509434	"JH15.87"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"25.13"	"Gaiellales"	"JH15.87"	0.012924528	"JH15.87"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"25.14"	"Paenibacillales"	"JH15.87"	0.006981132	"JH15.87"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"25.15"	"Pedosphaerales"	"JH15.87"	0.007358491	"JH15.87"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"25.16"	"Gemmatimonadales"	"JH15.87"	0.012264151	"JH15.87"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"25.17"	"Chthoniobacterales"	"JH15.87"	0.006132075	"JH15.87"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"25.18"	"Vicinamibacterales"	"JH15.87"	0.005754717	"JH15.87"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"25.19"	"Propionibacteriales"	"JH15.87"	0.05509434	"JH15.87"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"25.20"	"Micrococcales"	"JH15.87"	0.045943396	"JH15.87"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"25.21"	"Glycomycetales"	"JH15.87"	0.039622642	"JH15.87"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"25.22"	"Sphingobacteriales"	"JH15.87"	0.027830189	"JH15.87"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"25.23"	"Sphingomonadales"	"JH15.87"	0.047169811	"JH15.87"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"25.24"	"Chitinophagales"	"JH15.87"	0.023679245	"JH15.87"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"25.25"	"Streptomycetales"	"JH15.87"	0.096320755	"JH15.87"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"25.26"	"Xanthomonadales"	"JH15.87"	0.055283019	"JH15.87"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"25.27"	"Rhizobiales"	"JH15.87"	0.085849057	"JH15.87"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"25.28"	"Burkholderiales"	"JH15.87"	0.28254717	"JH15.87"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"43"	"<0.5%"	"JH15.89"	0.129245283	"JH15.89"	"Bulk"	" BULK"	"BULK"	"JH15"
"43.1"	"Frankiales"	"JH15.89"	0.010943396	"JH15.89"	"Bulk"	" BULK"	"BULK"	"JH15"
"43.2"	"Rokubacteriales"	"JH15.89"	0.011037736	"JH15.89"	"Bulk"	" BULK"	"BULK"	"JH15"
"43.3"	"Pyrinomonadales"	"JH15.89"	0.010943396	"JH15.89"	"Bulk"	" BULK"	"BULK"	"JH15"
"43.4"	"Acidobacteriales"	"JH15.89"	0.052924528	"JH15.89"	"Bulk"	" BULK"	"BULK"	"JH15"
"43.5"	"Subgroup_7"	"JH15.89"	0.008867925	"JH15.89"	"Bulk"	" BULK"	"BULK"	"JH15"
"43.6"	"Pseudomonadales"	"JH15.89"	0.000188679	"JH15.89"	"Bulk"	" BULK"	"BULK"	"JH15"
"43.7"	"Solirubrobacterales"	"JH15.89"	0.023867925	"JH15.89"	"Bulk"	" BULK"	"BULK"	"JH15"
"43.8"	"Pseudonocardiales"	"JH15.89"	0.001132075	"JH15.89"	"Bulk"	" BULK"	"BULK"	"JH15"
"43.9"	"Tepidisphaerales"	"JH15.89"	0.02254717	"JH15.89"	"Bulk"	" BULK"	"BULK"	"JH15"
"43.10"	"Caulobacterales"	"JH15.89"	0.02754717	"JH15.89"	"Bulk"	" BULK"	"BULK"	"JH15"
"43.11"	"Nitrososphaerales"	"JH15.89"	0.013301887	"JH15.89"	"Bulk"	" BULK"	"BULK"	"JH15"
"43.12"	"Micropepsales"	"JH15.89"	0.040849057	"JH15.89"	"Bulk"	" BULK"	"BULK"	"JH15"
"43.13"	"Gaiellales"	"JH15.89"	0.053113208	"JH15.89"	"Bulk"	" BULK"	"BULK"	"JH15"
"43.14"	"Paenibacillales"	"JH15.89"	0.002641509	"JH15.89"	"Bulk"	" BULK"	"BULK"	"JH15"
"43.15"	"Pedosphaerales"	"JH15.89"	0.074622642	"JH15.89"	"Bulk"	" BULK"	"BULK"	"JH15"
"43.16"	"Gemmatimonadales"	"JH15.89"	0.072924528	"JH15.89"	"Bulk"	" BULK"	"BULK"	"JH15"
"43.17"	"Chthoniobacterales"	"JH15.89"	0.05	"JH15.89"	"Bulk"	" BULK"	"BULK"	"JH15"
"43.18"	"Vicinamibacterales"	"JH15.89"	0.035754717	"JH15.89"	"Bulk"	" BULK"	"BULK"	"JH15"
"43.19"	"Propionibacteriales"	"JH15.89"	0.011603774	"JH15.89"	"Bulk"	" BULK"	"BULK"	"JH15"
"43.20"	"Micrococcales"	"JH15.89"	0.005283019	"JH15.89"	"Bulk"	" BULK"	"BULK"	"JH15"
"43.21"	"Glycomycetales"	"JH15.89"	0.000566038	"JH15.89"	"Bulk"	" BULK"	"BULK"	"JH15"
"43.22"	"Sphingobacteriales"	"JH15.89"	0.024433962	"JH15.89"	"Bulk"	" BULK"	"BULK"	"JH15"
"43.23"	"Sphingomonadales"	"JH15.89"	0.019433962	"JH15.89"	"Bulk"	" BULK"	"BULK"	"JH15"
"43.24"	"Chitinophagales"	"JH15.89"	0.019622642	"JH15.89"	"Bulk"	" BULK"	"BULK"	"JH15"
"43.25"	"Streptomycetales"	"JH15.89"	0.004433962	"JH15.89"	"Bulk"	" BULK"	"BULK"	"JH15"
"43.26"	"Xanthomonadales"	"JH15.89"	0.011603774	"JH15.89"	"Bulk"	" BULK"	"BULK"	"JH15"
"43.27"	"Rhizobiales"	"JH15.89"	0.050566038	"JH15.89"	"Bulk"	" BULK"	"BULK"	"JH15"
"43.28"	"Burkholderiales"	"JH15.89"	0.049245283	"JH15.89"	"Bulk"	" BULK"	"BULK"	"JH15"
"26"	"<0.5%"	"JH15.91"	0.032924528	"JH15.91"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"26.1"	"Frankiales"	"JH15.91"	0.009528302	"JH15.91"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"26.2"	"Rokubacteriales"	"JH15.91"	0.000377358	"JH15.91"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"26.3"	"Pyrinomonadales"	"JH15.91"	0.000943396	"JH15.91"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"26.4"	"Acidobacteriales"	"JH15.91"	0.009056604	"JH15.91"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"26.5"	"Subgroup_7"	"JH15.91"	0.001132075	"JH15.91"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"26.6"	"Pseudomonadales"	"JH15.91"	0.021226415	"JH15.91"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"26.7"	"Solirubrobacterales"	"JH15.91"	0.019245283	"JH15.91"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"26.8"	"Pseudonocardiales"	"JH15.91"	0.02245283	"JH15.91"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"26.9"	"Tepidisphaerales"	"JH15.91"	0.009150943	"JH15.91"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"26.10"	"Caulobacterales"	"JH15.91"	0.011509434	"JH15.91"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"26.11"	"Nitrososphaerales"	"JH15.91"	0.001132075	"JH15.91"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"26.12"	"Micropepsales"	"JH15.91"	0.029528302	"JH15.91"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"26.13"	"Gaiellales"	"JH15.91"	0.014811321	"JH15.91"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"26.14"	"Paenibacillales"	"JH15.91"	0.010377358	"JH15.91"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"26.15"	"Pedosphaerales"	"JH15.91"	0.007924528	"JH15.91"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"26.16"	"Gemmatimonadales"	"JH15.91"	0.012169811	"JH15.91"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"26.17"	"Chthoniobacterales"	"JH15.91"	0.010849057	"JH15.91"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"26.18"	"Vicinamibacterales"	"JH15.91"	0.004339623	"JH15.91"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"26.19"	"Propionibacteriales"	"JH15.91"	0.062735849	"JH15.91"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"26.20"	"Micrococcales"	"JH15.91"	0.044811321	"JH15.91"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"26.21"	"Glycomycetales"	"JH15.91"	0.010188679	"JH15.91"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"26.22"	"Sphingobacteriales"	"JH15.91"	0.040283019	"JH15.91"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"26.23"	"Sphingomonadales"	"JH15.91"	0.046320755	"JH15.91"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"26.24"	"Chitinophagales"	"JH15.91"	0.033113208	"JH15.91"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"26.25"	"Streptomycetales"	"JH15.91"	0.061509434	"JH15.91"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"26.26"	"Xanthomonadales"	"JH15.91"	0.046603774	"JH15.91"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"26.27"	"Rhizobiales"	"JH15.91"	0.079622642	"JH15.91"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"26.28"	"Burkholderiales"	"JH15.91"	0.321415094	"JH15.91"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"44"	"<0.5%"	"JH15.92"	0.123113208	"JH15.92"	"Bulk"	" BULK"	"BULK"	"JH15"
"44.1"	"Frankiales"	"JH15.92"	0.012075472	"JH15.92"	"Bulk"	" BULK"	"BULK"	"JH15"
"44.2"	"Rokubacteriales"	"JH15.92"	0.003396226	"JH15.92"	"Bulk"	" BULK"	"BULK"	"JH15"
"44.3"	"Pyrinomonadales"	"JH15.92"	0.003301887	"JH15.92"	"Bulk"	" BULK"	"BULK"	"JH15"
"44.4"	"Acidobacteriales"	"JH15.92"	0.053679245	"JH15.92"	"Bulk"	" BULK"	"BULK"	"JH15"
"44.5"	"Subgroup_7"	"JH15.92"	0.003679245	"JH15.92"	"Bulk"	" BULK"	"BULK"	"JH15"
"44.6"	"Pseudomonadales"	"JH15.92"	0.000188679	"JH15.92"	"Bulk"	" BULK"	"BULK"	"JH15"
"44.7"	"Solirubrobacterales"	"JH15.92"	0.028962264	"JH15.92"	"Bulk"	" BULK"	"BULK"	"JH15"
"44.8"	"Pseudonocardiales"	"JH15.92"	0.000943396	"JH15.92"	"Bulk"	" BULK"	"BULK"	"JH15"
"44.9"	"Tepidisphaerales"	"JH15.92"	0.023679245	"JH15.92"	"Bulk"	" BULK"	"BULK"	"JH15"
"44.10"	"Caulobacterales"	"JH15.92"	0.02509434	"JH15.92"	"Bulk"	" BULK"	"BULK"	"JH15"
"44.11"	"Nitrososphaerales"	"JH15.92"	0.008113208	"JH15.92"	"Bulk"	" BULK"	"BULK"	"JH15"
"44.12"	"Micropepsales"	"JH15.92"	0.05	"JH15.92"	"Bulk"	" BULK"	"BULK"	"JH15"
"44.13"	"Gaiellales"	"JH15.92"	0.053113208	"JH15.92"	"Bulk"	" BULK"	"BULK"	"JH15"
"44.14"	"Paenibacillales"	"JH15.92"	0.003867925	"JH15.92"	"Bulk"	" BULK"	"BULK"	"JH15"
"44.15"	"Pedosphaerales"	"JH15.92"	0.068962264	"JH15.92"	"Bulk"	" BULK"	"BULK"	"JH15"
"44.16"	"Gemmatimonadales"	"JH15.92"	0.079716981	"JH15.92"	"Bulk"	" BULK"	"BULK"	"JH15"
"44.17"	"Chthoniobacterales"	"JH15.92"	0.029150943	"JH15.92"	"Bulk"	" BULK"	"BULK"	"JH15"
"44.18"	"Vicinamibacterales"	"JH15.92"	0.018679245	"JH15.92"	"Bulk"	" BULK"	"BULK"	"JH15"
"44.19"	"Propionibacteriales"	"JH15.92"	0.012924528	"JH15.92"	"Bulk"	" BULK"	"BULK"	"JH15"
"44.20"	"Micrococcales"	"JH15.92"	0.013490566	"JH15.92"	"Bulk"	" BULK"	"BULK"	"JH15"
"44.21"	"Glycomycetales"	"JH15.92"	0	"JH15.92"	"Bulk"	" BULK"	"BULK"	"JH15"
"44.22"	"Sphingobacteriales"	"JH15.92"	0.032169811	"JH15.92"	"Bulk"	" BULK"	"BULK"	"JH15"
"44.23"	"Sphingomonadales"	"JH15.92"	0.031509434	"JH15.92"	"Bulk"	" BULK"	"BULK"	"JH15"
"44.24"	"Chitinophagales"	"JH15.92"	0.041037736	"JH15.92"	"Bulk"	" BULK"	"BULK"	"JH15"
"44.25"	"Streptomycetales"	"JH15.92"	0.003207547	"JH15.92"	"Bulk"	" BULK"	"BULK"	"JH15"
"44.26"	"Xanthomonadales"	"JH15.92"	0.032075472	"JH15.92"	"Bulk"	" BULK"	"BULK"	"JH15"
"44.27"	"Rhizobiales"	"JH15.92"	0.073396226	"JH15.92"	"Bulk"	" BULK"	"BULK"	"JH15"
"44.28"	"Burkholderiales"	"JH15.92"	0.056226415	"JH15.92"	"Bulk"	" BULK"	"BULK"	"JH15"
"16"	"<0.5%"	"JH15.95"	0.037264151	"JH15.95"	"52"	"RHIZO"	"B124.HID2"	"JH15"
"16.1"	"Frankiales"	"JH15.95"	0.005377358	"JH15.95"	"52"	"RHIZO"	"B124.HID2"	"JH15"
"16.2"	"Rokubacteriales"	"JH15.95"	0.000471698	"JH15.95"	"52"	"RHIZO"	"B124.HID2"	"JH15"
"16.3"	"Pyrinomonadales"	"JH15.95"	0.000754717	"JH15.95"	"52"	"RHIZO"	"B124.HID2"	"JH15"
"16.4"	"Acidobacteriales"	"JH15.95"	0.008490566	"JH15.95"	"52"	"RHIZO"	"B124.HID2"	"JH15"
"16.5"	"Subgroup_7"	"JH15.95"	0.000283019	"JH15.95"	"52"	"RHIZO"	"B124.HID2"	"JH15"
"16.6"	"Pseudomonadales"	"JH15.95"	0.006132075	"JH15.95"	"52"	"RHIZO"	"B124.HID2"	"JH15"
"16.7"	"Solirubrobacterales"	"JH15.95"	0.005849057	"JH15.95"	"52"	"RHIZO"	"B124.HID2"	"JH15"
"16.8"	"Pseudonocardiales"	"JH15.95"	0.015377358	"JH15.95"	"52"	"RHIZO"	"B124.HID2"	"JH15"
"16.9"	"Tepidisphaerales"	"JH15.95"	0.005471698	"JH15.95"	"52"	"RHIZO"	"B124.HID2"	"JH15"
"16.10"	"Caulobacterales"	"JH15.95"	0.005188679	"JH15.95"	"52"	"RHIZO"	"B124.HID2"	"JH15"
"16.11"	"Nitrososphaerales"	"JH15.95"	0.001037736	"JH15.95"	"52"	"RHIZO"	"B124.HID2"	"JH15"
"16.12"	"Micropepsales"	"JH15.95"	0.018113208	"JH15.95"	"52"	"RHIZO"	"B124.HID2"	"JH15"
"16.13"	"Gaiellales"	"JH15.95"	0.008773585	"JH15.95"	"52"	"RHIZO"	"B124.HID2"	"JH15"
"16.14"	"Paenibacillales"	"JH15.95"	0.003113208	"JH15.95"	"52"	"RHIZO"	"B124.HID2"	"JH15"
"16.15"	"Pedosphaerales"	"JH15.95"	0.017735849	"JH15.95"	"52"	"RHIZO"	"B124.HID2"	"JH15"
"16.16"	"Gemmatimonadales"	"JH15.95"	0.017358491	"JH15.95"	"52"	"RHIZO"	"B124.HID2"	"JH15"
"16.17"	"Chthoniobacterales"	"JH15.95"	0.007830189	"JH15.95"	"52"	"RHIZO"	"B124.HID2"	"JH15"
"16.18"	"Vicinamibacterales"	"JH15.95"	0.002264151	"JH15.95"	"52"	"RHIZO"	"B124.HID2"	"JH15"
"16.19"	"Propionibacteriales"	"JH15.95"	0.036698113	"JH15.95"	"52"	"RHIZO"	"B124.HID2"	"JH15"
"16.20"	"Micrococcales"	"JH15.95"	0.039622642	"JH15.95"	"52"	"RHIZO"	"B124.HID2"	"JH15"
"16.21"	"Glycomycetales"	"JH15.95"	0.004622642	"JH15.95"	"52"	"RHIZO"	"B124.HID2"	"JH15"
"16.22"	"Sphingobacteriales"	"JH15.95"	0.13245283	"JH15.95"	"52"	"RHIZO"	"B124.HID2"	"JH15"
"16.23"	"Sphingomonadales"	"JH15.95"	0.052358491	"JH15.95"	"52"	"RHIZO"	"B124.HID2"	"JH15"
"16.24"	"Chitinophagales"	"JH15.95"	0.050566038	"JH15.95"	"52"	"RHIZO"	"B124.HID2"	"JH15"
"16.25"	"Streptomycetales"	"JH15.95"	0.036792453	"JH15.95"	"52"	"RHIZO"	"B124.HID2"	"JH15"
"16.26"	"Xanthomonadales"	"JH15.95"	0.081509434	"JH15.95"	"52"	"RHIZO"	"B124.HID2"	"JH15"
"16.27"	"Rhizobiales"	"JH15.95"	0.156415094	"JH15.95"	"52"	"RHIZO"	"B124.HID2"	"JH15"
"16.28"	"Burkholderiales"	"JH15.95"	0.223679245	"JH15.95"	"52"	"RHIZO"	"B124.HID2"	"JH15"
"27"	"<0.5%"	"JH15.96"	0.037924528	"JH15.96"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"27.1"	"Frankiales"	"JH15.96"	0.00754717	"JH15.96"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"27.2"	"Rokubacteriales"	"JH15.96"	0.001698113	"JH15.96"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"27.3"	"Pyrinomonadales"	"JH15.96"	0.001509434	"JH15.96"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"27.4"	"Acidobacteriales"	"JH15.96"	0.009622642	"JH15.96"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"27.5"	"Subgroup_7"	"JH15.96"	0.00254717	"JH15.96"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"27.6"	"Pseudomonadales"	"JH15.96"	0.01509434	"JH15.96"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"27.7"	"Solirubrobacterales"	"JH15.96"	0.016132075	"JH15.96"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"27.8"	"Pseudonocardiales"	"JH15.96"	0.019433962	"JH15.96"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"27.9"	"Tepidisphaerales"	"JH15.96"	0.015	"JH15.96"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"27.10"	"Caulobacterales"	"JH15.96"	0.008867925	"JH15.96"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"27.11"	"Nitrososphaerales"	"JH15.96"	0.003301887	"JH15.96"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"27.12"	"Micropepsales"	"JH15.96"	0.018679245	"JH15.96"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"27.13"	"Gaiellales"	"JH15.96"	0.015660377	"JH15.96"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"27.14"	"Paenibacillales"	"JH15.96"	0.009622642	"JH15.96"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"27.15"	"Pedosphaerales"	"JH15.96"	0.011415094	"JH15.96"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"27.16"	"Gemmatimonadales"	"JH15.96"	0.012830189	"JH15.96"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"27.17"	"Chthoniobacterales"	"JH15.96"	0.008584906	"JH15.96"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"27.18"	"Vicinamibacterales"	"JH15.96"	0.006981132	"JH15.96"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"27.19"	"Propionibacteriales"	"JH15.96"	0.038207547	"JH15.96"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"27.20"	"Micrococcales"	"JH15.96"	0.041509434	"JH15.96"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"27.21"	"Glycomycetales"	"JH15.96"	0.021886792	"JH15.96"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"27.22"	"Sphingobacteriales"	"JH15.96"	0.03490566	"JH15.96"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"27.23"	"Sphingomonadales"	"JH15.96"	0.041132075	"JH15.96"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"27.24"	"Chitinophagales"	"JH15.96"	0.02490566	"JH15.96"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"27.25"	"Streptomycetales"	"JH15.96"	0.069150943	"JH15.96"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"27.26"	"Xanthomonadales"	"JH15.96"	0.038018868	"JH15.96"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"27.27"	"Rhizobiales"	"JH15.96"	0.087075472	"JH15.96"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"27.28"	"Burkholderiales"	"JH15.96"	0.352358491	"JH15.96"	"Barke"	"RHIZO"	"BARKE"	"JH15"
"125"	"<0.5%"	"HvHEB100"	0.071132075	"HvHEB100"	"HB57"	"RHIZO"	"BC1S3"	"JH07"
"125.1"	"Frankiales"	"HvHEB100"	0.00509434	"HvHEB100"	"HB57"	"RHIZO"	"BC1S3"	"JH07"
"125.2"	"Rokubacteriales"	"HvHEB100"	0.010566038	"HvHEB100"	"HB57"	"RHIZO"	"BC1S3"	"JH07"
"125.3"	"Pyrinomonadales"	"HvHEB100"	0.019716981	"HvHEB100"	"HB57"	"RHIZO"	"BC1S3"	"JH07"
"125.4"	"Acidobacteriales"	"HvHEB100"	0.001320755	"HvHEB100"	"HB57"	"RHIZO"	"BC1S3"	"JH07"
"125.5"	"Subgroup_7"	"HvHEB100"	0.018584906	"HvHEB100"	"HB57"	"RHIZO"	"BC1S3"	"JH07"
"125.6"	"Pseudomonadales"	"HvHEB100"	0.001886792	"HvHEB100"	"HB57"	"RHIZO"	"BC1S3"	"JH07"
"125.7"	"Solirubrobacterales"	"HvHEB100"	0.003962264	"HvHEB100"	"HB57"	"RHIZO"	"BC1S3"	"JH07"
"125.8"	"Pseudonocardiales"	"HvHEB100"	0.001603774	"HvHEB100"	"HB57"	"RHIZO"	"BC1S3"	"JH07"
"125.9"	"Tepidisphaerales"	"HvHEB100"	0.014811321	"HvHEB100"	"HB57"	"RHIZO"	"BC1S3"	"JH07"
"125.10"	"Caulobacterales"	"HvHEB100"	0.008773585	"HvHEB100"	"HB57"	"RHIZO"	"BC1S3"	"JH07"
"125.11"	"Nitrososphaerales"	"HvHEB100"	0.00990566	"HvHEB100"	"HB57"	"RHIZO"	"BC1S3"	"JH07"
"125.12"	"Micropepsales"	"HvHEB100"	0.002830189	"HvHEB100"	"HB57"	"RHIZO"	"BC1S3"	"JH07"
"125.13"	"Gaiellales"	"HvHEB100"	0.003962264	"HvHEB100"	"HB57"	"RHIZO"	"BC1S3"	"JH07"
"125.14"	"Paenibacillales"	"HvHEB100"	0.028773585	"HvHEB100"	"HB57"	"RHIZO"	"BC1S3"	"JH07"
"125.15"	"Pedosphaerales"	"HvHEB100"	0.008867925	"HvHEB100"	"HB57"	"RHIZO"	"BC1S3"	"JH07"
"125.16"	"Gemmatimonadales"	"HvHEB100"	0.016886792	"HvHEB100"	"HB57"	"RHIZO"	"BC1S3"	"JH07"
"125.17"	"Chthoniobacterales"	"HvHEB100"	0.024339623	"HvHEB100"	"HB57"	"RHIZO"	"BC1S3"	"JH07"
"125.18"	"Vicinamibacterales"	"HvHEB100"	0.069622642	"HvHEB100"	"HB57"	"RHIZO"	"BC1S3"	"JH07"
"125.19"	"Propionibacteriales"	"HvHEB100"	0.012641509	"HvHEB100"	"HB57"	"RHIZO"	"BC1S3"	"JH07"
"125.20"	"Micrococcales"	"HvHEB100"	0.012641509	"HvHEB100"	"HB57"	"RHIZO"	"BC1S3"	"JH07"
"125.21"	"Glycomycetales"	"HvHEB100"	0.019716981	"HvHEB100"	"HB57"	"RHIZO"	"BC1S3"	"JH07"
"125.22"	"Sphingobacteriales"	"HvHEB100"	0.036415094	"HvHEB100"	"HB57"	"RHIZO"	"BC1S3"	"JH07"
"125.23"	"Sphingomonadales"	"HvHEB100"	0.046792453	"HvHEB100"	"HB57"	"RHIZO"	"BC1S3"	"JH07"
"125.24"	"Chitinophagales"	"HvHEB100"	0.051792453	"HvHEB100"	"HB57"	"RHIZO"	"BC1S3"	"JH07"
